"scrape_datetime","country","movie name","release data","total groos","opening day","opening weekend","end off wek","lifetime"
"2023-03-21T12:42:51.662355","AUS"," Batti Gul Meter Chalu","2018/09/21 "," 63.159","","","",""
"2023-03-21T12:42:51.662355","AUS"," Manmarziyaan","2018/09/14 "," 82.886","","","",""
"2023-03-21T12:42:51.662355","AUS"," Paltan","2018/09/07 "," 9.579","","","",""
"2023-03-21T12:42:51.662355","AUS"," Stree","2018/08/31 "," 158.586","","","",""
"2023-03-21T12:42:51.662355","AUS"," Yamla Pagla Deewana Phir Se","2018/08/31 "," 24.857","","","",""
"2023-03-21T12:42:51.662355","AUS"," Happy Phirr Bhag Jayegi","2018/08/24 "," 49.874","","","",""
"2023-03-21T12:42:51.662355","AUS"," Gold","2018/08/15 "," 156.105","","","",""
"2023-03-21T12:42:51.662355","AUS"," Satyameva Jayate","2018/08/15 "," 138.091","","","",""
"2023-03-21T12:42:51.662355","AUS"," Vishwaroop II","2018/08/10 "," 143.434","","","",""
"2023-03-21T12:42:51.662355","AUS"," Karwaan","2018/08/03 "," 41.920","","","",""
"2023-03-21T12:42:51.662355","AUS"," Mulk","2018/08/03 "," 28.167","","","",""
"2023-03-21T12:42:51.662355","AUS"," Fanney Khan","2018/08/03 "," 57.769","","","",""
"2023-03-21T12:42:51.662355","AUS"," Saheb Biwi Aur Gangster 3","2018/07/27 "," 19.209","","","",""
"2023-03-21T12:42:51.662355","AUS"," Dhadak","2018/07/20 "," 197.871","","","",""
"2023-03-21T12:42:51.662355","AUS"," Soorma","2018/07/13 "," 198.431","","","",""
"2023-03-21T12:42:51.662355","AUS"," Sanju","2018/06/29 "," 2.409.125","","","",""
"2023-03-21T12:42:51.662355","AUS"," Race 3","2018/06/15 "," 720.315","","","",""
"2023-03-21T12:42:51.662355","AUS"," Kaala Karikaalan","2018/06/07 "," 486.496","","","",""
"2023-03-21T12:42:51.662355","AUS"," Bhavesh Joshi Superhero","2018/06/01 "," 2.045","","","",""
"2023-03-21T12:42:51.662355","AUS"," Veere Di Wedding","2018/06/01 "," 691.874","","","",""
"2023-03-21T12:42:51.662355","AUS"," Parmanu – The Story Of Pokhran","2018/05/25 "," 116.216","","","",""
"2023-03-21T12:42:51.662355","AUS"," Raazi","2018/05/11 "," 397.543","","","",""
"2023-03-21T12:42:51.662355","AUS"," Omerta","2018/05/04 "," 1.846","","","",""
"2023-03-21T12:42:51.662355","AUS"," 102 Not Out","2018/05/04 "," 186.912","","","",""
"2023-03-21T12:42:51.662355","AUS"," Nanu Ki Jaanu","2018/04/20 "," 5.169","","","",""
"2023-03-21T12:42:51.662355","AUS"," Beyond The Clouds","2018/04/20 "," 2.138","","","",""
"2023-03-21T12:42:51.662355","AUS"," October","2018/04/13 "," 64.090","","","",""
"2023-03-21T12:42:51.662355","AUS"," Mercury","2018/04/13 "," 11.641","","","",""
"2023-03-21T12:42:51.662355","AUS"," Blackmail","2018/04/06 "," 29.419","","","",""
"2023-03-21T12:42:51.662355","AUS"," Missing","2018/04/06 "," 11.921","","","",""
"2023-03-21T12:42:51.662355","AUS"," Baaghi 2","2018/03/30 "," 531.138","","","",""
"2023-03-21T12:42:51.662355","AUS"," Hichki","2018/03/23 "," 133.972","","","",""
"2023-03-21T12:42:51.662355","AUS"," Raid","2018/03/16 "," 246.229","","","",""
"2023-03-21T12:42:51.662355","AUS"," 3 Storeys","2018/03/09 "," 10.945","","","",""
"2023-03-21T12:42:51.662355","AUS"," Pari","2018/03/02 "," 112.292","","","",""
"2023-03-21T12:42:51.662355","AUS"," Welcome To New York","2018/02/23 "," 50.765","","","",""
"2023-03-21T12:42:51.662355","AUS"," Sonu Ke Titu Ki Sweety","2018/02/23 "," 193.347","","","",""
"2023-03-21T12:42:51.662355","AUS"," Aiyaary","2018/02/16 "," 130.910","","","",""
"2023-03-21T12:42:51.662355","AUS"," Pad Man","2018/02/09 "," 298.691","","","",""
"2023-03-21T12:42:51.662355","AUS"," Padmaavat","2018/01/25 "," 3.163.487","","","",""
"2023-03-21T12:42:51.662355","AUS"," 1921","2018/01/12 "," 18.206","","","",""
"2023-03-21T12:42:51.662355","AUS"," Mukkabaaz","2018/01/12 "," 6.477","","","",""
"2023-03-21T12:42:51.662355","NZ"," Simmba","2018/12/28 "," 606.892","","","",""
"2023-03-21T12:42:51.662355","NZ"," K.G.F –  Chapter 1","2018/12/21 "," 9.539","","","",""
"2023-03-21T12:42:51.662355","NZ"," Zero","2018/12/21 "," 274.433","","","",""
"2023-03-21T12:42:51.662355","NZ"," Kedarnath","2018/12/07 "," 118.979","","","",""
"2023-03-21T12:42:51.662355","NZ"," 2.0","2018/11/29 "," 300.918","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pihu","2018/11/16 "," 1.331","","","",""
"2023-03-21T12:42:51.662355","NZ"," Thugs Of Hindostan","2018/11/08 "," 327.764","","","",""
"2023-03-21T12:42:51.662355","NZ"," 5 Weddings","2018/10/26 "," 2.935","","","",""
"2023-03-21T12:42:51.662355","NZ"," Baazaar","2018/10/26 "," 36.043","","","",""
"2023-03-21T12:42:51.662355","NZ"," Namaste England","2018/10/18 "," 35.570","","","",""
"2023-03-21T12:42:51.662355","NZ"," Badhaai Ho","2018/10/18 "," 226.225","","","",""
"2023-03-21T12:42:51.662355","NZ"," FryDay","2018/10/12 "," 7.592","","","",""
"2023-03-21T12:42:51.662355","NZ"," Helicopter Eela","2018/10/12 "," 16.324","","","",""
"2023-03-21T12:42:51.662355","NZ"," AndhaDhun","2018/10/05 "," 35.020","","","",""
"2023-03-21T12:42:51.662355","NZ"," LoveYatri","2018/10/05 "," 88.021","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pataakha","2018/09/28 "," 1.094","","","",""
"2023-03-21T12:42:51.662355","NZ"," Sui Dhaaga – Made In India","2018/09/28 "," 75.296","","","",""
"2023-03-21T12:42:51.662355","NZ"," Batti Gul Meter Chalu","2018/09/21 "," 55.586","","","",""
"2023-03-21T12:42:51.662355","NZ"," Manmarziyaan","2018/09/14 "," 28.840","","","",""
"2023-03-21T12:42:51.662355","NZ"," Paltan","2018/09/07 "," 12.855","","","",""
"2023-03-21T12:42:51.662355","NZ"," Stree","2018/08/31 "," 117.251","","","",""
"2023-03-21T12:42:51.662355","NZ"," Yamla Pagla Deewana Phir Se","2018/08/31 "," 87.616","","","",""
"2023-03-21T12:42:51.662355","NZ"," Happy Phirr Bhag Jayegi","2018/08/24 "," 31.409","","","",""
"2023-03-21T12:42:51.662355","NZ"," Gold","2018/08/15 "," 128.113","","","",""
"2023-03-21T12:42:51.662355","NZ"," Satyameva Jayate","2018/08/15 "," 137.917","","","",""
"2023-03-21T12:42:51.662355","NZ"," Vishwaroop II","2018/08/10 "," 1.944","","","",""
"2023-03-21T12:42:51.662355","NZ"," Karwaan","2018/08/03 "," 11.303","","","",""
"2023-03-21T12:42:51.662355","NZ"," Fanney Khan","2018/08/03 "," 35.432","","","",""
"2023-03-21T12:42:51.662355","NZ"," Mulk","2018/08/03 "," 5.977","","","",""
"2023-03-21T12:42:51.662355","NZ"," Saheb Biwi Aur Gangster 3","2018/07/27 "," 4.411","","","",""
"2023-03-21T12:42:51.662355","NZ"," Dhadak","2018/07/20 "," 173.787","","","",""
"2023-03-21T12:42:51.662355","NZ"," Soorma","2018/07/13 "," 32.747","","","",""
"2023-03-21T12:42:51.662355","NZ"," Sanju","2018/06/29 "," 580.444","","","",""
"2023-03-21T12:42:51.662355","NZ"," Race 3","2018/06/15 "," 531.535","","","",""
"2023-03-21T12:42:51.662355","NZ"," Kaala Karikaalan","2018/06/07 "," 48.154","","","",""
"2023-03-21T12:42:51.662355","NZ"," Bhavesh Joshi Superhero","2018/06/01 "," 465","","","",""
"2023-03-21T12:42:51.662355","NZ"," Veere Di Wedding","2018/06/01 "," 269.160","","","",""
"2023-03-21T12:42:51.662355","NZ"," Parmanu – The Story Of Pokhran","2018/05/25 "," 63.494","","","",""
"2023-03-21T12:42:51.662355","NZ"," Raazi","2018/05/11 "," 116.758","","","",""
"2023-03-21T12:42:51.662355","NZ"," Omerta","2018/05/04 "," 563","","","",""
"2023-03-21T12:42:51.662355","NZ"," 102 Not Out","2018/05/04 "," 75.262","","","",""
"2023-03-21T12:42:51.662355","NZ"," Nanu Ki Jaanu","2018/04/20 "," 21.258","","","",""
"2023-03-21T12:42:51.662355","NZ"," Beyond The Clouds","2018/04/20 "," 3.368","","","",""
"2023-03-21T12:42:51.662355","NZ"," October","2018/04/13 "," 23.776","","","",""
"2023-03-21T12:42:51.662355","NZ"," Blackmail","2018/04/06 "," 7.829","","","",""
"2023-03-21T12:42:51.662355","NZ"," Missing","2018/04/06 "," 4.074","","","",""
"2023-03-21T12:42:51.662355","NZ"," Baaghi 2","2018/03/30 "," 386.654","","","",""
"2023-03-21T12:42:51.662355","NZ"," Hichki","2018/03/23 "," 56.802","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pareshaan Parinda","2018/03/23 "," 239","","","",""
"2023-03-21T12:42:51.662355","NZ"," Raid","2018/03/16 "," 104.715","","","",""
"2023-03-21T12:42:51.662355","NZ"," 3 Storeys","2018/03/09 "," 1.585","","","",""
"2023-03-21T12:42:51.662355","NZ"," Hate Story IV","2018/03/09 "," 42.389","","","",""
"2023-03-21T12:42:51.662355","NZ"," Veerey Ki Wedding","2018/03/02 "," 10.927","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pari","2018/03/02 "," 52.886","","","",""
"2023-03-21T12:42:51.662355","NZ"," Welcome To New York","2018/02/23 "," 19.643","","","",""
"2023-03-21T12:42:51.662355","NZ"," Sonu Ke Titu Ki Sweety","2018/02/23 "," 105.409","","","",""
"2023-03-21T12:42:51.662355","NZ"," Aiyaary","2018/02/16 "," 66.367","","","",""
"2023-03-21T12:42:51.662355","NZ"," Pad Man","2018/02/09 "," 180.628","","","",""
"2023-03-21T12:42:51.662355","NZ"," Padmaavat","2018/01/25 "," 873.552","","","",""
"2023-03-21T12:42:51.662355","NZ"," Mukkabaaz","2018/01/12 "," 1.657","","","",""
"2023-03-21T12:42:51.662355","NZ"," 1921","2018/01/12 "," 65.679","","","",""
"2023-03-21T12:42:51.662355","UAE"," Simmba","2018/12/28 "," 13.390.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Zero","2018/12/21 "," 10.900.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Kedarnath","2018/12/07 "," 2.091.900","","","",""
"2023-03-21T12:42:51.662355","UAE"," Thugs Of Hindostan","2018/11/08 "," 12.000.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Baazaar","2018/10/26 "," 1.156.050","","","",""
"2023-03-21T12:42:51.662355","UAE"," Badhaai Ho","2018/10/18 "," 5.505.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Namaste England","2018/10/18 "," 550.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," Helicopter Eela","2018/10/12 "," 642.250","","","",""
"2023-03-21T12:42:51.662355","UAE"," AndhaDhun","2018/10/05 "," 2.936.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," LoveYatri","2018/10/05 "," 587.200","","","",""
"2023-03-21T12:42:51.662355","UAE"," Pataakha","2018/09/28 "," 165.150","","","",""
"2023-03-21T12:42:51.662355","UAE"," Sui Dhaaga – Made In India","2018/09/28 "," 3.486.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," Batti Gul Meter Chalu","2018/09/21 "," 1.174.400","","","",""
"2023-03-21T12:42:51.662355","UAE"," Manmarziyaan","2018/09/14 "," 1.468.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Paltan","2018/09/07 "," 128.450","","","",""
"2023-03-21T12:42:51.662355","UAE"," Yamla Pagla Deewana Phir Se","2018/08/31 "," 550.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," Stree","2018/08/31 "," 2.275.400","","","",""
"2023-03-21T12:42:51.662355","UAE"," Satyameva Jayate","2018/08/15 "," 1.394.600","","","",""
"2023-03-21T12:42:51.662355","UAE"," Gold","2018/08/15 "," 3.009.400","","","",""
"2023-03-21T12:42:51.662355","UAE"," Mulk","2018/08/03 "," 382.007","","","",""
"2023-03-21T12:42:51.662355","UAE"," Saheb Biwi Aur Gangster 3","2018/07/27 "," 183.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," Dhadak","2018/07/20 "," 2.715.800","","","",""
"2023-03-21T12:42:51.662355","UAE"," Soorma","2018/07/13 "," 880.800","","","",""
"2023-03-21T12:42:51.662355","UAE"," Sanju","2018/06/29 "," 15.700.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Race 3","2018/06/15 "," 19.100.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Veere Di Wedding","2018/06/01 "," 3.192.900","","","",""
"2023-03-21T12:42:51.662355","UAE"," Parmanu – The Story Of Pokhran","2018/05/25 "," 1.468.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Raazi","2018/05/11 "," 4.771.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Omerta","2018/05/04 "," 183.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," 102 Not Out","2018/05/04 "," 2.697.450","","","",""
"2023-03-21T12:42:51.662355","UAE"," October","2018/04/13 "," 1.101.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Hichki","2018/03/23 "," 4.073.700","","","",""
"2023-03-21T12:42:51.662355","UAE"," Hate Story IV","2018/03/09 "," 440.400","","","",""
"2023-03-21T12:42:51.662355","UAE"," Pari","2018/03/02 "," 1.101.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Veerey Ki Wedding","2018/03/02 "," 128.450","","","",""
"2023-03-21T12:42:51.662355","UAE"," Sonu Ke Titu Ki Sweety","2018/02/23 "," 2.385.500","","","",""
"2023-03-21T12:42:51.662355","UAE"," Welcome To New York","2018/02/23 "," 807.400","","","",""
"2023-03-21T12:42:51.662355","UAE"," Aiyaary","2018/02/16 "," 2.091.900","","","",""
"2023-03-21T12:42:51.662355","UAE"," Pad Man","2018/02/09 "," 4.440.700","","","",""
"2023-03-21T12:42:51.662355","UAE"," Padmaavat","2018/01/25 "," 16.600.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," 1921","2018/01/12 "," 367.000","","","",""
"2023-03-21T12:42:51.662355","UAE"," Mukkabaaz","2018/01/12 "," 146.800","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Simmba","2018/12/28 "," 69.815","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," K.G.F –  Chapter 1","2018/12/21 "," 11.406","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Zero","2018/12/21 "," 129.972","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Kedarnath","2018/12/07 "," 36.245","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," 2.0","2018/11/29 "," 2.815.134","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Thugs Of Hindostan","2018/11/08 "," 108.194","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," 5 Weddings","2018/10/26 "," 1.696","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Baazaar","2018/10/26 "," 4.313","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Badhaai Ho","2018/10/18 "," 144.898","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Namaste England","2018/10/18 "," 2.820","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Helicopter Eela","2018/10/12 "," 8.584","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," LoveYatri","2018/10/05 "," 3.717","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," AndhaDhun","2018/10/05 "," 34.788","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Sui Dhaaga – Made In India","2018/09/28 "," 9.476","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Batti Gul Meter Chalu","2018/09/21 "," 5.618","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Manmarziyaan","2018/09/14 "," 6.380","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Laila Majnu","2018/09/07 "," 830","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Happy Phirr Bhag Jayegi","2018/08/24 "," 10.868","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Gold","2018/08/15 "," 25.981","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Vishwaroop II","2018/08/10 "," 300.988","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Karwaan","2018/08/03 "," 15.354","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Fanney Khan","2018/08/03 "," 7.920","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Mulk","2018/08/03 "," 220","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Saheb Biwi Aur Gangster 3","2018/07/27 "," 2.776","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Dhadak","2018/07/20 "," 17.275","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Sanju","2018/06/29 "," 111.203","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Race 3","2018/06/15 "," 242.380","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Kaala Karikaalan","2018/06/07 "," 1.730.939","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Bhavesh Joshi Superhero","2018/06/01 "," 1.316","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Veere Di Wedding","2018/06/01 "," 53.252","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Parmanu – The Story Of Pokhran","2018/05/25 "," 9.360","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Raazi","2018/05/11 "," 42.246","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," 102 Not Out","2018/05/04 "," 16.552","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Beyond The Clouds","2018/04/20 "," 3.307","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Mercury","2018/04/13 "," 131.518","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Baaghi 2","2018/03/30 "," 51.712","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Hichki","2018/03/23 "," 51.897","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Raid","2018/03/16 "," 21.347","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Sonu Ke Titu Ki Sweety","2018/02/23 "," 10.087","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Aiyaary","2018/02/16 "," 37.918","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Pad Man","2018/02/09 "," 51.387","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," Padmaavat","2018/01/25 "," 42","","","",""
"2023-03-21T12:42:51.662355","MALAYSIA"," 1921","2018/01/12 "," 2.353","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Simmba","2018/12/28 "," 37.892","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Zero","2018/12/21 "," 35.269","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," 2.0","2018/11/29 "," 17.199","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Thugs Of Hindostan","2018/11/08 "," 56.841","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," LoveYatri","2018/10/05 "," 616","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Sui Dhaaga – Made In India","2018/09/28 "," 9.551","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Satyameva Jayate","2018/08/15 "," 1.806","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Gold","2018/08/15 "," 7.961","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Vishwaroop II","2018/08/10 "," 4.204","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Dhadak","2018/07/20 "," 16.651","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Sanju","2018/06/29 "," 73.354","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Race 3","2018/06/15 "," 36.174","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Kaala Karikaalan","2018/06/07 "," 2.684","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Veere Di Wedding","2018/06/01 "," 29.655","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Raazi","2018/05/11 "," 2.454","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Hichki","2018/03/23 "," 2.742","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Pad Man","2018/02/09 "," 7.516","","","",""
"2023-03-21T12:42:51.662355","GERMANY"," Padmaavat","2018/01/25 "," 158.162","","","",""
"2023-03-21T12:42:51.662355","Pakistan"," Dhadak","2018/07/20 "," 9.042.950","","","",""
"2023-03-21T12:42:51.662355","China"," Thugs Of Hindostan","2018/11/08 "," 8.560.000","","","",""
"2023-03-21T12:42:51.662355","China"," AndhaDhun","2018/10/05 "," 46.600.000","","","",""
"2023-03-21T12:42:51.662355","China"," 102 Not Out","2018/05/04 "," 3.230.000","","","",""
"2023-03-21T12:42:51.662355","China"," Hichki","2018/03/23 "," 21.140.000","","","",""
"2023-03-21T12:42:51.662355","China"," Pad Man","2018/02/09 "," 8.760.000","","","",""
"2023-03-21T12:42:51.662355","India"," Jumanji: Welcome to The Jungle (English)","2017/12/29 ","","4.11","15.84","28.74","51.9"
"2023-03-21T12:42:51.662355","India"," Modi Ka Gaon","2017/12/29 ","","","","0.01","0.01"
"2023-03-21T12:42:51.662355","India"," Tiger Zinda Hai","2017/12/22 ","","34.1","114.93","206.04","339.16"
"2023-03-21T12:42:51.662355","India"," Ek Andekha Sach","2017/12/15 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Journey Of Bhangover","2017/12/15 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Star Wars: The Last Jedi (English)","2017/12/15 ","","2.0","7.25","9.6","11.95"
"2023-03-21T12:42:51.662355","India"," Game Of Ayodhya","2017/12/15 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Monsoon Shootout","2017/12/15 ","","","","0.6","0.6"
"2023-03-21T12:42:51.662355","India"," Sallu Ki Shaadi","2017/12/08 ","","","","0.51","0.79"
"2023-03-21T12:42:51.662355","India"," Galti Sirf Tumhari","2017/12/08 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Fukrey Returns","2017/12/08 ","","8.1","32.2","50.55","80.32"
"2023-03-21T12:42:51.662355","India"," Game Over","2017/12/08 ","","","","0.03","0.03"
"2023-03-21T12:42:51.662355","India"," Arey Budbak Bhag!","2017/12/08 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Pyar Se Bolo Devaa","2017/12/08 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Viraam","2017/12/01 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Tera Intezaar","2017/12/01 ","","0.5","1.5","1.9","1.95"
"2023-03-21T12:42:51.662355","India"," Hungama on Honeymoon Hills","2017/12/01 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Firangi","2017/12/01 ","","1.85","6.6","9.5","10.27"
"2023-03-21T12:42:51.662355","India"," Murder On The Orient Express (English)","2017/11/24 ","","0.75","3.5","4.75","8.08"
"2023-03-21T12:42:51.662355","India"," Julie 2","2017/11/24 ","","0.52","1.59","2.1","2.24"
"2023-03-21T12:42:51.662355","India"," Coco (English)","2017/11/24 ","","0.5","3.15","4.0","4.0"
"2023-03-21T12:42:51.662355","India"," Woh Bangaya Killer","2017/11/24 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," An Insignificant Man","2017/11/24 ","","","","0.13","0.13"
"2023-03-21T12:42:51.662355","India"," Ajji","2017/11/24 ","","","","0.13","0.13"
"2023-03-21T12:42:51.662355","India"," Kadvi Hawa","2017/11/24 ","","0.04","0.15","0.23","0.25"
"2023-03-21T12:42:51.662355","India"," Aksar 2","2017/11/17 ","","0.8","2.9","5.3","5.6"
"2023-03-21T12:42:51.662355","India"," Muzaffar Nagar – The Burning Love","2017/11/17 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Justice League (English)","2017/11/17 ","","5.25","18.25","25.0","41.15"
"2023-03-21T12:42:51.662355","India"," Dil Jo Na Keh Saka","2017/11/17 ","","","","0.1","0.1"
"2023-03-21T12:42:51.662355","India"," Shaadi Abhi Baaki Hai","2017/11/17 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," The Power Of Vardi","2017/11/17 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Panchlait","2017/11/17 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Tumhari Sulu","2017/11/17 ","","2.87","12.87","19.78","36.15"
"2023-03-21T12:42:51.662355","India"," Yeh Kaisa Pesha","2017/11/17 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Shaadi Mein Zaroor Aana","2017/11/10 ","","0.75","3.65","6.35","11.14"
"2023-03-21T12:42:51.662355","India"," Qarib Qarib Singlle","2017/11/10 ","","1.75","8.3","12.15","17.08"
"2023-03-21T12:42:51.662355","India"," Safe","2017/11/10 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Mera Bura Saaya","2017/11/10 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Maheruh","2017/11/10 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Thor: Ragnarok (English)","2017/11/03 ","","7.77","27.66","40.37","58.73"
"2023-03-21T12:42:51.662355","India"," Humein Haq Chahiye…Haq Se","2017/11/03 ","","","","0.004","0.004"
"2023-03-21T12:42:51.662355","India"," Narayan","2017/11/03 ","","","","0.08","0.08"
"2023-03-21T12:42:51.662355","India"," Ribbon","2017/11/03 ","","","","0.36","0.36"
"2023-03-21T12:42:51.662355","India"," Ittefaq","2017/11/03 ","","4.05","16.05","23.65","30.21"
"2023-03-21T12:42:51.662355","India"," Barsati Gang","2017/11/03 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," The House Next Door","2017/11/03 ","","","","1.0","1.0"
"2023-03-21T12:42:51.662355","India"," Ram Ratan","2017/11/03 ","","","","0.05","0.05"
"2023-03-21T12:42:51.662355","India"," Kutumb The Family","2017/11/03 ","","","","0.002","0.002"
"2023-03-21T12:42:51.662355","India"," Jia Aur Jia","2017/10/27 ","","0.13","0.67","0.85","0.87"
"2023-03-21T12:42:51.662355","India"," Rukh","2017/10/27 ","","0.1","","0.62","0.64"
"2023-03-21T12:42:51.662355","India"," Door Bell","2017/10/27 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Golmaal Again","2017/10/20 ","","30.14","87.6","136.07","205.69"
"2023-03-21T12:42:51.662355","India"," Secret Superstar","2017/10/19 ","","4.8","31.1","41.59","63.4"
"2023-03-21T12:42:51.662355","India"," Ranchi Diaries","2017/10/13 ","","","","0.71","0.73"
"2023-03-21T12:42:51.662355","India"," Raaz-E-Sheitaan","2017/10/13 ","","","","0.002","0.002"
"2023-03-21T12:42:51.662355","India"," Kaun Mera Kaun Tera","2017/10/10 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," The International Problem","2017/10/06 ","","","","0.001","0.001"
"2023-03-21T12:42:51.662355","India"," Tu Hai Mera Sunday","2017/10/06 ","","","","0.19","0.29"
"2023-03-21T12:42:51.662355","India"," Muavza – Zameen Ka Paisa","2017/10/06 ","","","","0.02","0.02"
"2023-03-21T12:42:51.662355","India"," Call For Fun","2017/10/06 ","","","","0.04","0.04"
"2023-03-21T12:42:51.662355","India"," Raktdhar","2017/10/06 ","","","","0.002","0.002"
